user_id;country;registered_user;call_count;answered_call;rejected_call;missed_call;out_of_work_call;user_feedback_count;owertime_call;total_duration (second);weekdays_call;weekend_call
5d306ad40568880299b2da58;RU;TRUE;14;11;1;2;4;0;10;241;6;8
5d306ad40568880299b2da59;RU;FALSE;13;1;0;12;13;0;0;40;13;0
5d306ad40568880299b2da67;KZ;TRUE;11;0;0;11;11;0;0;0;11;0
5d306ad40568880299b2dcf6;AZ;FALSE;11;2;4;5;0;0;11;54;11;0
5d306ad40568880299b2dabb;RU;TRUE;10;10;0;0;3;0;7;1634;10;0
5d306ad40568880299b2dcf1;AZ;FALSE;10;9;1;0;10;0;0;645;10;0
5d306ad40568880299b2da8d;RU;FALSE;9;8;0;1;2;0;7;581;3;6
5d306ad40568880299b2dd57;AZ;FALSE;9;0;0;9;9;0;0;0;9;0
5d306ad40568880299b2daa1;RU;FALSE;8;8;0;0;4;0;4;278;3;5
5d306ad40568880299b2daa2;MX;FALSE;8;8;0;0;3;0;5;1865;2;6
5d306ad40568880299b2dacd;RU;FALSE;8;8;0;0;2;0;6;780;8;0
5d306ad40568880299b2dcc5;AZ;FALSE;8;2;5;1;8;0;0;20;8;0
5d306ad40568880299b2dcde;AZ;FALSE;8;0;0;8;8;0;0;0;8;0
5d306ad40568880299b2dcc2;AZ;FALSE;7;0;0;7;7;0;0;0;7;0
5d306ad40568880299b2dcdf;AZ;FALSE;7;2;0;5;0;0;7;214;7;0
5d306ad40568880299b2dcfc;AZ;FALSE;6;0;0;6;6;0;0;0;6;0
5d306ad40568880299b2dd05;AZ;FALSE;6;0;1;5;6;0;0;0;6;0
5d306ad40568880299b2dd0d;AZ;FALSE;6;0;0;6;6;0;0;0;6;0
5d306ad40568880299b2dd2c;AZ;FALSE;6;0;1;5;6;0;0;0;6;0
5d306ad40568880299b2da56;KZ;FALSE;5;0;0;5;5;0;0;0;5;0
5d306ad40568880299b2da74;RU;FALSE;5;4;0;1;1;0;4;304;5;0
5d306ad40568880299b2da88;RU;FALSE;5;4;1;0;5;0;0;69;5;0
5d306ad40568880299b2dafa;RU;FALSE;5;4;0;1;5;0;0;1386;5;0
5d306ad40568880299b2db16;RU;FALSE;5;0;0;5;1;0;4;0;4;1
5d306ad40568880299b2db6d;MX;FALSE;5;5;0;0;1;0;4;117;4;1
5d306ad40568880299b2db90;RU;FALSE;5;4;0;1;1;0;4;112;3;2
5d306ad40568880299b2dd14;AZ;FALSE;5;4;1;0;5;0;0;174;5;0
5d306ad40568880299b2dd30;AZ;FALSE;5;4;0;1;0;0;5;43;5;0
5d306ad40568880299b2dd49;AZ;FALSE;5;4;1;0;5;0;0;181;5;0
5d306ad40568880299b2dd6e;AZ;FALSE;5;0;0;5;5;0;0;0;5;0
5d306ad40568880299b2dd74;AZ;FALSE;5;0;0;5;5;0;0;0;5;0
5d306ad40568880299b2da71;RU;FALSE;4;2;1;1;4;0;0;8;4;0
5d306ad40568880299b2da84;RU;FALSE;4;0;3;1;4;0;0;0;4;0
5d306ad40568880299b2dac0;BR;FALSE;4;4;0;0;3;0;1;87;4;0
5d306ad40568880299b2dada;RU;FALSE;4;1;0;3;0;0;4;72;4;0
5d306ad40568880299b2dafd;RU;FALSE;4;4;0;0;1;0;3;178;4;0
5d306ad40568880299b2db07;RU;FALSE;4;2;0;2;3;0;1;78;4;0
5d306ad40568880299b2db0a;RU;FALSE;4;2;0;2;0;0;4;9;4;0
5d306ad40568880299b2db1b;RU;FALSE;4;4;0;0;4;0;0;23;4;0
5d306ad40568880299b2db24;KZ;FALSE;4;1;0;3;4;0;0;10;4;0
5d306ad40568880299b2db5d;MX;FALSE;4;4;0;0;0;0;4;122;1;3
5d306ad40568880299b2db84;RU;FALSE;4;4;0;0;2;0;2;815;4;0
5d306ad40568880299b2dccf;AZ;FALSE;4;1;0;3;4;0;0;16;4;0
5d306ad40568880299b2dcd6;AZ;FALSE;4;4;0;0;4;0;0;19;4;0
5d306ad40568880299b2dcda;AZ;FALSE;4;2;0;2;4;0;0;9;4;0
5d306ad40568880299b2dce7;AZ;FALSE;4;1;3;0;4;0;0;0;4;0
5d306ad40568880299b2dceb;AZ;FALSE;4;0;1;3;4;0;0;0;4;0
5d306ad40568880299b2dced;RU;TRUE;4;0;0;4;4;0;0;0;4;0
5d306ad40568880299b2dd24;AZ;FALSE;4;1;0;3;4;0;0;0;4;0
5d306ad40568880299b2dd28;AZ;FALSE;4;3;0;1;0;0;4;150;4;0
5d306ad40568880299b2dd2b;AZ;FALSE;4;4;0;0;3;0;1;70;4;0
5d306ad40568880299b2dd46;AZ;FALSE;4;4;0;0;3;0;1;133;4;0
5d306ad40568880299b2dd58;AZ;FALSE;4;1;0;3;0;0;4;3;4;0
5d306ad40568880299b2dd78;AZ;TRUE;4;0;2;2;4;0;0;0;4;0
5d306ad40568880299b2dd81;AZ;FALSE;4;0;0;4;4;0;0;0;4;0
5d306ad40568880299b2dd9f;AZ;FALSE;4;0;0;4;4;0;0;0;4;0
5d306ad40568880299b2da5a;RU;FALSE;3;0;0;3;0;0;3;0;3;0
5d306ad40568880299b2da5c;UA;FALSE;3;3;0;0;3;0;0;86;3;0
5d306ad40568880299b2da6d;RU;FALSE;3;2;0;1;3;0;0;15;3;0
5d306ad40568880299b2da83;RU;FALSE;3;2;0;1;3;0;0;811;3;0
5d306ad40568880299b2da86;RU;TRUE;3;2;0;1;0;0;3;28;3;0
5d306ad40568880299b2da8a;BR;FALSE;3;0;1;2;1;0;2;0;3;0
5d306ad40568880299b2daac;KZ;FALSE;3;2;0;1;3;0;0;101;3;0
5d306ad40568880299b2daaf;MX;FALSE;3;3;0;0;0;0;3;143;3;0
5d306ad40568880299b2dac1;US;FALSE;3;0;1;2;0;0;3;0;3;0
5d306ad40568880299b2dadf;RU;FALSE;3;0;3;0;3;0;0;0;3;0
5d306ad40568880299b2dae4;RU;FALSE;3;2;0;1;3;0;0;2023;3;0
5d306ad40568880299b2dae6;SG;FALSE;3;3;0;0;0;0;3;51;3;0
5d306ad40568880299b2dae7;RU;FALSE;3;1;0;2;3;0;0;0;3;0
5d306ad40568880299b2db03;KZ;FALSE;3;0;0;3;0;0;3;0;0;3
5d306ad40568880299b2db2c;RU;FALSE;3;0;1;2;0;0;3;0;3;0
5d306ad40568880299b2db34;RU;FALSE;3;3;0;0;0;0;3;52;3;0
5d306ad40568880299b2db4e;RU;FALSE;3;0;0;3;0;0;3;0;3;0
5d306ad40568880299b2db65;RU;TRUE;3;1;0;2;0;0;3;0;3;0
5d306ad40568880299b2db85;MX;FALSE;3;3;0;0;2;0;1;244;0;3
5d306ad40568880299b2db93;RU;FALSE;3;2;0;1;0;0;3;60;0;3
5d306ad40568880299b2dbab;RU;FALSE;3;1;0;2;3;0;0;0;3;0
5d306ad40568880299b2dbc7;RU;TRUE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dc0c;RU;FALSE;3;0;1;2;0;0;3;0;3;0
5d306ad40568880299b2dcc0;AZ;FALSE;3;0;2;1;3;0;0;0;3;0
5d306ad40568880299b2dcc9;AZ;FALSE;3;2;0;1;3;0;0;114;2;1
5d306ad40568880299b2dcdb;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd0b;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd22;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd47;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd4e;AZ;FALSE;3;3;0;0;2;0;1;40;3;0
5d306ad40568880299b2dd5c;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd5d;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dd5f;AZ;FALSE;3;2;1;0;3;0;0;1824;3;0
5d306ad40568880299b2dd6d;AZ;FALSE;3;2;1;0;3;0;0;9;0;3
5d306ad40568880299b2dd99;AZ;FALSE;3;3;0;0;3;0;0;79;2;1
5d306ad40568880299b2dd9c;AZ;TRUE;3;3;0;0;3;0;0;566;3;0
5d306ad40568880299b2dda5;AZ;FALSE;3;2;1;0;3;0;0;72;3;0
5d306ad40568880299b2dda6;AZ;FALSE;3;3;0;0;3;0;0;1821;3;0
5d306ad40568880299b2ddc5;AZ;FALSE;3;3;0;0;3;0;0;73;3;0
5d306ad40568880299b2ddca;AZ;FALSE;3;1;2;0;1;0;2;20;3;0
5d306ad40568880299b2ddd2;AZ;FALSE;3;3;0;0;3;0;0;126;3;0
5d306ad40568880299b2ddd4;AZ;FALSE;3;3;0;0;3;0;0;56;3;0
5d306ad40568880299b2ddd9;AZ;FALSE;3;0;0;3;3;0;0;0;3;0
5d306ad40568880299b2dddc;AZ;TRUE;3;0;0;3;3;0;0;0;3;0
5d306ad50568880299b2de04;AZ;FALSE;3;3;0;0;3;0;0;24;3;0
5d306ad50568880299b2de28;AZ;FALSE;3;2;0;1;2;0;1;29;3;0
5d306ad40568880299b2da5b;RU;FALSE;2;2;0;0;0;0;2;44;2;0
5d306ad40568880299b2da62;RU;FALSE;2;2;0;0;1;0;1;9;0;2
5d306ad40568880299b2da6b;BR;FALSE;2;0;0;0;2;0;0;0;2;0
5d306ad40568880299b2da72;RU;FALSE;2;0;0;0;0;3;2;0;2;0
5d306ad40568880299b2da75;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2da79;RU;TRUE;2;1;0;1;0;0;2;0;2;0
5d306ad40568880299b2da81;RU;FALSE;2;2;0;0;2;0;0;11;2;0
5d306ad40568880299b2da93;UA;TRUE;2;2;0;0;2;0;0;37;2;0
5d306ad40568880299b2da9e;RU;TRUE;2;2;0;0;0;0;2;146;2;0
5d306ad40568880299b2daa3;KZ;FALSE;2;2;0;0;0;0;2;16;2;0
5d306ad40568880299b2daab;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2daae;RU;FALSE;2;1;0;1;2;0;0;64;2;0
5d306ad40568880299b2dab3;BY;FALSE;2;2;0;0;2;0;0;13;2;0
5d306ad40568880299b2dab4;RU;FALSE;2;2;0;0;0;0;2;8;2;0
5d306ad40568880299b2daba;RU;FALSE;2;1;1;0;1;0;1;0;2;0
5d306ad40568880299b2dabc;RU;FALSE;2;2;0;0;2;0;0;47;2;0
5d306ad40568880299b2dac9;RU;FALSE;2;2;0;0;0;0;2;27;2;0
5d306ad40568880299b2daca;RU;FALSE;2;2;0;0;0;0;2;6;2;0
5d306ad40568880299b2dacc;RU;FALSE;2;0;2;0;0;0;2;0;2;0
5d306ad40568880299b2dad0;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dad6;RU;TRUE;2;0;2;0;2;0;0;0;2;0
5d306ad40568880299b2dad7;RU;TRUE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dadc;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dadd;NO;FALSE;2;2;0;0;2;0;0;19;2;0
5d306ad40568880299b2dae0;RU;FALSE;2;0;0;2;2;2;0;0;2;0
5d306ad40568880299b2dae3;RU;FALSE;2;1;1;0;0;0;2;0;2;0
5d306ad40568880299b2daef;RU;FALSE;2;2;0;0;1;0;1;68;1;1
5d306ad40568880299b2daf4;RU;FALSE;2;2;0;0;2;0;0;8;2;0
5d306ad40568880299b2daf9;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2db00;RU;FALSE;2;0;2;0;0;0;2;0;2;0
5d306ad40568880299b2db0b;RU;FALSE;2;2;0;0;0;0;2;22;2;0
5d306ad40568880299b2db15;RU;FALSE;2;1;0;1;2;0;0;31;2;0
5d306ad40568880299b2db1e;MX;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2db20;BR;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2db25;RU;TRUE;2;1;0;1;1;0;1;0;2;0
5d306ad40568880299b2db27;RU;FALSE;2;1;0;1;0;0;2;172;2;0
5d306ad40568880299b2db2e;RU;FALSE;2;1;0;1;1;0;1;25;2;0
5d306ad40568880299b2db2f;RU;FALSE;2;2;0;0;0;0;2;128;2;0
5d306ad40568880299b2db31;RU;TRUE;2;2;0;0;0;0;2;32;2;0
5d306ad40568880299b2db33;MX;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2db37;KZ;FALSE;2;2;0;0;2;0;0;61;2;0
5d306ad40568880299b2db39;KZ;TRUE;2;0;2;0;2;0;0;0;2;0
5d306ad40568880299b2db3e;KZ;FALSE;2;1;0;1;0;0;2;65;2;0
5d306ad40568880299b2db3f;RU;FALSE;2;2;0;0;0;0;2;375;2;0
5d306ad40568880299b2db47;UA;FALSE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2db48;RU;TRUE;2;1;0;1;0;0;2;0;2;0
5d306ad40568880299b2db4c;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2db59;RU;TRUE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2db6a;RU;FALSE;2;2;0;0;2;0;0;4;2;0
5d306ad40568880299b2db78;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2db7d;RU;FALSE;2;1;0;1;0;0;2;134;2;0
5d306ad40568880299b2db89;RU;TRUE;2;0;0;2;0;0;2;0;0;2
5d306ad40568880299b2dba5;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dbb2;RU;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dbb7;RU;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dbbb;RU;FALSE;2;1;0;1;0;0;2;65;2;0
5d306ad40568880299b2dbcb;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dbde;RU;FALSE;2;0;2;0;2;0;0;0;2;0
5d306ad40568880299b2dbe1;BR;FALSE;2;2;0;0;2;0;0;58;2;0
5d306ad40568880299b2dbe4;RU;FALSE;2;2;0;0;0;0;2;182;2;0
5d306ad40568880299b2dbeb;RU;FALSE;2;1;1;0;0;0;2;0;2;0
5d306ad40568880299b2dbf5;RU;FALSE;2;2;0;0;0;0;2;50;2;0
5d306ad40568880299b2dbf8;RU;FALSE;2;1;0;1;0;0;2;40;2;0
5d306ad40568880299b2dbfa;RU;FALSE;2;1;0;1;0;0;2;110;2;0
5d306ad40568880299b2dbfd;RU;TRUE;2;0;2;0;0;0;2;0;2;0
5d306ad40568880299b2dc06;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dc21;RU;FALSE;2;2;0;0;0;0;2;159;2;0
5d306ad40568880299b2dc2f;KZ;FALSE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2dc38;RU;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dc42;RU;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dc44;RU;FALSE;2;2;0;0;0;0;2;8;2;0
5d306ad40568880299b2dc49;RU;FALSE;2;2;0;0;0;0;2;38;2;0
5d306ad40568880299b2dc65;SG;FALSE;2;0;0;2;0;0;2;0;2;0
5d306ad40568880299b2dca1;RU;FALSE;2;2;0;0;2;0;0;3;2;0
5d306ad40568880299b2dcbc;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dccc;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dcd0;AZ;FALSE;2;1;1;0;2;0;0;5;2;0
5d306ad40568880299b2dcd5;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dcdc;AZ;FALSE;2;2;0;0;2;0;0;40;2;0
5d306ad40568880299b2dcdd;AZ;FALSE;2;2;0;0;2;0;0;4;2;0
5d306ad40568880299b2dce6;AZ;FALSE;2;1;0;1;2;0;0;3;2;0
5d306ad40568880299b2dce8;AZ;FALSE;2;2;0;0;2;0;0;15;2;0
5d306ad40568880299b2dcee;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dcf2;AZ;FALSE;2;0;1;1;2;0;0;0;2;0
5d306ad40568880299b2dcfd;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dcff;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dd00;AZ;FALSE;2;2;0;0;2;0;0;12;2;0
5d306ad40568880299b2dd02;AZ;FALSE;2;2;0;0;2;0;0;7;2;0
5d306ad40568880299b2dd03;AZ;FALSE;2;2;0;0;2;0;0;94;2;0
5d306ad40568880299b2dd08;AZ;FALSE;2;2;0;0;2;0;0;32;2;0
5d306ad40568880299b2dd0c;AZ;FALSE;2;0;2;0;2;0;0;0;2;0
5d306ad40568880299b2dd0e;AZ;FALSE;2;2;0;0;0;0;2;29;2;0
5d306ad40568880299b2dd1d;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dd1e;AZ;FALSE;2;2;0;0;2;0;0;42;2;0
5d306ad40568880299b2dd1f;AZ;FALSE;2;2;0;0;2;0;0;16;2;0
5d306ad40568880299b2dd25;AZ;FALSE;2;2;0;0;2;0;0;33;2;0
5d306ad40568880299b2dd2a;AZ;FALSE;2;2;0;0;2;0;0;22;2;0
5d306ad40568880299b2dd2d;AZ;FALSE;2;2;0;0;2;0;0;20;2;0
5d306ad40568880299b2dd2f;AZ;FALSE;2;0;0;2;2;0;0;13;2;0
5d306ad40568880299b2dd36;AZ;FALSE;2;2;0;0;2;0;0;59;2;0
5d306ad40568880299b2dd3b;AZ;FALSE;2;2;0;0;2;0;0;5;2;0
5d306ad40568880299b2dd41;AZ;FALSE;2;2;0;0;2;0;0;28;2;0
5d306ad40568880299b2dd42;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dd44;AZ;FALSE;2;2;0;0;1;0;1;40;2;0
5d306ad40568880299b2dd4a;AZ;FALSE;2;2;0;0;2;0;0;72;2;0
5d306ad40568880299b2dd4c;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dd55;AZ;FALSE;2;2;0;0;2;0;0;40;2;0
5d306ad40568880299b2dd5e;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2dd64;AZ;FALSE;2;1;0;1;2;0;0;19;2;0
5d306ad40568880299b2dd65;AZ;FALSE;2;2;0;0;2;0;0;100;1;1
5d306ad40568880299b2dd66;RU;FALSE;2;1;1;0;2;0;0;0;2;0
5d306ad40568880299b2dd69;AZ;FALSE;2;2;0;0;2;0;0;11;2;0
5d306ad40568880299b2dd6b;AZ;FALSE;2;2;0;0;2;0;0;92;2;0
5d306ad40568880299b2dd75;AZ;FALSE;2;0;1;1;2;0;0;0;2;0
5d306ad40568880299b2dd7c;AZ;FALSE;2;2;0;0;0;0;2;51;2;0
5d306ad40568880299b2dd7f;AZ;FALSE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2dd80;AZ;FALSE;2;2;0;0;2;0;0;40;2;0
5d306ad40568880299b2dd8d;AZ;FALSE;2;2;0;0;2;0;0;56;2;0
5d306ad40568880299b2dd8e;AZ;FALSE;2;2;0;0;2;0;0;16;2;0
5d306ad40568880299b2dd97;AZ;FALSE;2;2;0;0;2;0;0;34;2;0
5d306ad40568880299b2dd9a;AZ;FALSE;2;0;0;2;2;0;0;45;2;0
5d306ad40568880299b2dda1;AZ;FALSE;2;2;0;0;2;0;0;39;2;0
5d306ad40568880299b2ddaa;AZ;FALSE;2;2;0;0;2;0;0;20;2;0
5d306ad40568880299b2ddb7;AZ;TRUE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2ddbb;AZ;FALSE;2;1;0;1;2;0;0;85;2;0
5d306ad40568880299b2ddbc;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2ddc4;AZ;FALSE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2ddc8;AZ;FALSE;2;0;1;1;2;0;0;0;2;0
5d306ad40568880299b2ddc9;AZ;TRUE;2;1;0;1;2;0;0;0;2;0
5d306ad40568880299b2ddcd;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2ddcf;AZ;FALSE;2;2;0;0;2;0;0;37;2;0
5d306ad40568880299b2ddd6;AZ;FALSE;2;2;0;0;2;0;0;10;2;0
5d306ad40568880299b2dde0;AZ;FALSE;2;1;0;1;0;0;2;0;0;2
5d306ad50568880299b2dde4;AZ;FALSE;2;2;0;0;2;0;0;33;2;0
5d306ad50568880299b2ddeb;AZ;FALSE;2;1;0;1;2;0;0;184;2;0
5d306ad50568880299b2dded;AZ;TRUE;2;2;0;0;2;0;0;15;2;0
5d306ad50568880299b2ddef;AZ;TRUE;2;2;0;0;2;0;0;22;2;0
5d306ad50568880299b2ddf1;AZ;TRUE;2;2;0;0;2;0;0;11;2;0
5d306ad50568880299b2ddf2;AZ;FALSE;2;2;0;0;0;0;2;123;2;0
5d306ad50568880299b2ddf5;AZ;FALSE;2;1;0;1;0;0;2;144;0;2
5d306ad50568880299b2ddf7;AZ;FALSE;2;2;0;0;0;0;2;15;2;0
5d306ad50568880299b2ddfe;AZ;FALSE;2;2;0;0;2;0;0;40;0;2
5d306ad50568880299b2de00;AZ;FALSE;2;2;0;0;2;0;0;584;2;0
5d306ad50568880299b2de0c;AZ;FALSE;2;2;0;0;1;0;1;1;2;0
5d306ad50568880299b2de17;AZ;FALSE;2;1;0;1;2;0;0;5;2;0
5d306ad50568880299b2de19;AZ;FALSE;2;2;0;0;2;0;0;23;2;0
5d306ad50568880299b2de1a;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad50568880299b2de2c;AZ;FALSE;2;2;0;0;2;0;0;55;2;0
5d306ad50568880299b2de3b;AZ;FALSE;2;2;0;0;2;0;0;4;2;0
5d306ad50568880299b2de3d;AZ;FALSE;2;2;0;0;2;0;0;9;2;0
5d306ad50568880299b2de40;RU;FALSE;2;2;0;0;2;0;0;10;2;0
5d306ad50568880299b2de4e;AZ;FALSE;2;1;0;1;2;0;0;36;2;0
5d306ad50568880299b2de5c;AZ;FALSE;2;2;0;0;2;0;0;28;2;0
5d306ad50568880299b2de64;AZ;FALSE;2;1;1;0;2;0;0;0;2;0
5d306ad50568880299b2de6b;AZ;FALSE;2;0;0;2;2;0;0;0;2;0
5d306ad40568880299b2da57;BR;FALSE;1;1;0;0;0;0;1;0;1;0
5d306ad40568880299b2da5d;RU;FALSE;1;1;0;0;1;0;0;0;1;0
5d306ad40568880299b2da5e;RU;FALSE;1;1;0;0;1;0;0;0;1;0
5d306ad40568880299b2da5f;RU;FALSE;1;1;0;0;0;0;1;0;1;0
5d306ad40568880299b2da60;UA;FALSE;1;1;0;0;1;0;0;0;1;0
5d306ad40568880299b2da61;RU;FALSE;1;0;0;1;0;0;1;0;1;0
